date,y_pred,y_true
2018-11-05,103.91495821535588,107.51
2018-11-06,104.85328852891922,107.72
2018-11-07,105.35795434474946,111.96
2018-11-08,108.18240647375583,111.75
2018-11-09,108.10658503830433,109.57
2018-11-12,106.47519912183284,106.87
2018-11-13,105.01630084574222,106.94
2018-11-14,103.68483648359776,104.97
2018-11-15,102.93710105478763,107.28
2018-11-16,103.6824664747715,108.29
2018-11-19,104.46939892828465,104.62
2018-11-20,102.2610972648859,101.71
2018-11-21,99.73078066468238,103.11
2018-11-23,100.75777192473412,103.07
2018-11-26,100.55737189412118,106.47
2018-11-27,103.03911038100719,107.14
2018-11-28,104.61223083198071,111.12
2018-11-29,106.87010949909687,110.19
2018-11-30,107.26756421983242,110.89
2018-12-03,107.77545287072658,112.09
2018-12-04,108.22613148748874,108.52
